ICAO,IATA,DB ID,FlighStats API Name (Okay quality),OurAirports.com Name (Good quality),FlightAware API Name (bad quality),Marketing Name (OurAirports + our edits),City,Country,Country Code,Continent,Latitude,Longitude,Timezone,Flight Rank,Relevance,On Time Departures,On Time Departures Rank,Cancel %,No Flights,Airport Type,Elevation (ft),Website,Apple terminal maps? (63),Google terminal maps?,"If Gate known, replace any ""N/A"" Terminal with:"
KCZT,CZT,33cdbbb8-3804-4ae0-933d-2e1e2db13f42,Dimmit County Airport,Dimmit County Airport,Dimmit County,Dimmit County ,Carrizo Springs,United States,US,North America,28.516667,-99.866667,America/Chicago,,1,,,,,small_airport,599,,,,
SKCZ,CZU,d59e7e2b-ca23-41e6-a842-e0c0aff703a8,Las Brujas Airport,Las Brujas Airport,Las Brujas,Las Brujas ,Corozal,Colombia,CO,South America,9.3375,-75.282778,America/Bogota,,2,,,,,medium_airport,528,,,,
KCZK,CZK,ca0718cc-a707-44f7-9d17-c1e2e7deff2d,Cascade Locks State Airport,,Cascade Locks State,,Cascade Locks,United States,US,North America,45.676873,-121.879011,America/Los_Angeles,,1,,,,,,,,,,
DABC,CZL,2c3a63c0-975a-48e2-94d6-165f994c2d70,Mohamed Boudiaf International Airport,Mohamed Boudiaf International Airport,Tom B David Fld,Mohamed Boudiaf Intl ,Constantine,Algeria,DZ,Africa,36.286477,6.618425,Africa/Algiers,,2,,,,,medium_airport,2265,,,,
PACZ,CZF,219c0dd8-74fe-4a8a-9e60-c338cdb55afa,Cape Romanzof LRRS Airport,Cape Romanzof LRRS Airport,Cape Romanzof Lrrs,Cape Romanzof LRRS ,Cape Romanzof,United States,US,North America,61.781111,-166.036389,America/Anchorage,,1,,,,,medium_airport,464,,,,
SVCR,CZE,0fe3cc15-dfcf-44ea-9b09-61306ea325d9,José Leonardo Chirinos Airport,José Leonardo Chirinos Airport,Jose Leonardo Chirinos,José Leonardo Chirinos ,Coro,Venezuela,VE,South America,11.415833,-69.681944,America/Caracas,,2,,,,,medium_airport,52,,,,
SEAM,ATF,a831cd69-e41d-4347-9347-df0900f6f420,Chachoán Airport,Chachoán Airport,Chachoan,Chachoán ,Ambato,Ecuador,EC,South America,-1.083333,-78.7,America/Guayaquil,,1,,,,,medium_airport,8502,,,,
HSAT,ATB,6fc70228-9614-469a-80fb-a5a857782938,Atbara Airport,Atbara Airport,Atbara,Atbara ,Atbara,Sudan,SD,Africa,17.716667,34.016667,Africa/Khartoum,,1,,,,,small_airport,1181,,,,
MYCA,ATC,74088bcc-77af-4d1a-83c3-93debda24e58,Arthur's Town Airport,Arthur's Town Airport,Arthur's Town,Arthur's Town ,Arthur's Town,Bahamas,BS,Caribbean,24.628611,-75.671389,America/Nassau,,2,,,,,medium_airport,18,,,,
SPHZ,ATA,f89d5242-8081-4744-92ea-8d2f36a82c38,Comandante FAP German Arias Graziani Airport,Comandante FAP German Arias Graziani Airport,Hall-Miller Muni,Comandante FAP German Arias Graziani ,Anta,Peru,PE,South America,-9.347222,-77.6,America/Lima,,2,,,,,medium_airport,9097,,,,
KUNI,ATO,3277d820-6859-4aa8-9ca5-201da592e239,Ohio University Snyder Field,Ohio University Snyder Field,,Ohio University Snyder Field,Athens,United States,US,North America,39.333333,-82.1,America/New_York,,1,,,,,small_airport,766,,,,
SBCI,CLN,8cb9c9e3-7ca5-4e4b-81fa-e82b87c122a7,Brig. Lysias Augusto Rodrigues Airport,Brig. Lysias Augusto Rodrigues Airport,Carolina,Brig. Lysias Augusto Rodrigues ,Carolina,Brazil,BR,South America,-7.333333,-47.45,America/Belem,,1,,,,,medium_airport,565,,,,
FMME,ATJ,fe37be2b-dc95-4d3d-966a-a32d9b332b25,Antsirabe Airport,Antsirabe Airport,Antsirabe,Antsirabe ,Antsirabe,Madagascar,MG,Africa,-19.835319,47.066926,Indian/Antananarivo,,2,,,,,small_airport,4997,,,,
PATQ,ATK,0d4ea494-f09b-4a5c-817c-58e9e48a1b6e,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk Memorial,Atqasuk Edward Burnell Sr Memorial ,Atqasuk,United States,US,North America,70.5,-157.333333,America/Anchorage,,2,,,,,medium_airport,96,,,,
SUAG,ATI,25bd4241-d85a-4698-bcc1-a60a42c47232,Artigas International Airport,Artigas International Airport,Artigas,Artigas Intl ,Artigas,Uruguay,UY,South America,-30.4,-56.508333,America/Montevideo,,1,,,,,small_airport,410,,,,
FTTI,ATV,a138ed0b-3d68-42b7-89a6-1c20e4b02e36,Ati Airport,Ati Airport,Ati,Ati ,Ati,Chad,TD,Africa,13.242222,18.3075,Africa/Ndjamena,,1,,,,,small_airport,1089,,,,
GQPA,ATR,d4881222-4072-403d-9645-3118e7047131,Atar International Airport,Atar International Airport,Atar Intl,Atar Intl ,Atar,Mauritania,MR,Africa,20.499444,-13.046389,Africa/Nouakchott,,1,,,,,medium_airport,734,,,,
KATS,ATS,af3553b5-a9f2-44cc-a8ba-9982d430abda,Artesia Municipal Airport,Artesia Municipal Airport,Artesia Muni,Artesia Municipal ,Artesia,United States,US,North America,32.848333,-104.466944,America/Denver,,1,,,,,small_airport,3541,,,,
WIPR,RGT,6b09b4ab-04f6-494c-a7c3-071a3b8b9f7b,Japura Airport,Japura Airport,Japura,Japura ,Rengat,Indonesia,ID,Asia,-0.4,102.55,Asia/Jakarta,,1,,,,,medium_airport,62,,,,
HEAT,ATZ,1b4224f6-9997-41ef-bd99-58691048886d,Assiut International Airport,Assiut International Airport,Asyut,Assiut Intl ,Assiut,Egypt,EG,Middle East,27.052679,31.011268,Africa/Cairo,,2,,,,,medium_airport,772,,,,
KATY,ATY,7c9238b1-bf2b-41ff-992c-946d811ff00a,Watertown Regional Airport,Watertown Regional Airport,Watertown Rgnl,Watertown Regional ,Watertown,United States,US,North America,44.908889,-97.154167,America/Chicago,,2,,,,,medium_airport,1749,,,,
VOPC,PNY,3760eedf-1f29-4b7f-9b97-834b9413eeb5,Pondicherry Airport,Pondicherry Airport,Pondicherry,Pondicherry ,Puducherry,India,IN,Asia,11.968967,79.812846,Asia/Kolkata,,2,,,,,medium_airport,134,,,,
KEMT,EMT,e21855b3-ec37-4724-948c-f74b4946da17,El Monte Airport,San Gabriel Valley Airport,San Gabriel Valley,San Gabriel Valley ,El Monte,United States,US,North America,34.083333,-118.033333,America/Los_Angeles,,2,,,,,small_airport,296,http://www.americanairports.com/Locations/EMTElMonteAirportCA.aspx,,,
KCFD,CFD,9635bada-fb5e-47c2-8165-1ccaf96ea982,Coulter Field,Coulter Field,Coulter Field,Coulter Field,Bryan,United States,US,North America,30.666667,-96.366667,America/Chicago,,1,,,,,small_airport,367,http://www.bryantx.gov/coulterairfield/,,,
FCPP,PNR,679fc269-0c99-465d-a991-f32a7611934b,Pointe Noire Airport,Pointe Noire Airport,Pointe Noire,Pointe Noire ,Pointe Noire,Congo,CG,Africa,-4.815822,11.884085,Africa/Brazzaville,,2,,,,,medium_airport,55,,,,
LEPP,PNA,72a2bb9f-ad88-4c7a-afee-fb4646cd84e9,Pamplona Airport,Pamplona Airport,Ralph Wenz Field,Pamplona ,Pamplona,Spain and Canary Islands,ES,Europe,42.767497,-1.639347,Europe/Madrid,,2,,,,,medium_airport,1504,,,,
KCFT,CFT,9f1407be-5733-4254-8235-0f2eaf30e5c0,Greenlee County Airport,Greenlee County Airport,Greenlee County,Greenlee County ,Clifton,United States,US,North America,33.05,-109.3,America/Phoenix,,1,,,,,small_airport,3798,,,,
SBCN,CLV,8c255341-d4f4-42c2-bac4-6df0e01daeff,Nelson Ribeiro Guimarães Airport,Nelson Ribeiro Guimarães Airport,Caldas Novas,Nelson Ribeiro Guimarães ,Caldas Novas,Brazil,BR,South America,-17.725605,-48.60746,America/Sao_Paulo,,2,,,,,small_airport,2247,,,,
LFRK,CFR,3866d000-a04e-47f6-b703-c4e05ca84bfe,Caen-Carpiquet Airport,Caen-Carpiquet Airport,Caen Carpiquet,Caen-Carpiquet ,Caen,France,FR,Europe,49.183437,-0.459276,Europe/Paris,,2,,,,,medium_airport,256,,,,
SNWC,CMC,c2ab91eb-0746-4591-b6c6-710fe0f51efa,Camocim Airport,Camocim Airport,Camocim Airport,Camocim Airport,Camocim,Brazil,BR,South America,-2.916667,-40.833333,America/Belem,,1,,,,,,,,,,
LTBR,YEI,41e33b30-9c7c-4bdc-9759-fef7fa3b6ba0,Bursa Yenişehir Airport,Bursa Yenişehir Airport,,Bursa Yenişehir ,Bursa,Turkey,TR,Europe,40.255767,29.544743,Europe/Istanbul,,2,,,,,medium_airport,764,,,,
CYEK,YEK,3a83c871-b4ac-4e06-8861-171ba5b8b817,Arviat Airport,Arviat Airport,Arviat,Arviat ,Arviat,Canada,CA,North America,61.116667,-94.05,America/Winnipeg,,2,,,,,medium_airport,32,,,,
CYEM,YEM,f2c9adb1-689c-419f-9628-20993a385c3b,Manitoulin East Municipal Airport,Manitoulin East Municipal Airport,Manitowaning/Manitoulin East Municipal,Manitoulin East Municipal ,Manitowaning,Canada,CA,North America,45.842778,-81.858056,America/Toronto,,1,,,,,medium_airport,869,,,,
CYEL,YEL,a8ee9422-5c3c-4a2b-a592-7df5206cdc38,Elliot Lake Municipal Airport,Elliot Lake Municipal Airport,Elliot Lake Municipal,Elliot Lake Municipal ,Elliot Lake,Canada,CA,North America,46.352222,-82.563056,America/Toronto,,2,,,,,medium_airport,1087,http://cyelont.tripod.com/cyel/,,,
EGDY,YEO,2a777583-c972-43c2-897b-67a7b43aa104,RNAS Yeovilton,RNAS Yeovilton,RNAS Yeovilton,RNAS Yeovilton,Yeovilton,United Kingdom,GB,Europe,51.016667,-2.55,Europe/London,,1,,,,,medium_airport,75,,,,
CYEN,YEN,e56cb33a-b4be-4e7e-9652-da4732afae1d,Estevan Airport,Estevan Airport,Estevan,Estevan ,Estevan,Canada,CA,North America,49.207544,-102.962821,America/Regina,,2,,,,,medium_airport,1905,,,,
RKTY,YEC,ccf35a3e-2966-4ba8-be45-f12dc77c3f93,Yecheon Airbase,Yecheon Airbase,,Yecheon Airbase,Yecheon,Republic of Korea,KR,Asia,36.631563,128.370356,Asia/Seoul,,2,,,,,medium_airport,354,,,,
KGDW,GDW,d0149d54-ae0c-4887-b3ce-0d52aa47ef8e,Gladwin Zettel Memorial Airport,Gladwin Zettel Memorial Airport,Gladwin Zettel Memorial,Gladwin Zettel Memorial ,Gladwin,United States,US,North America,43.983333,-84.483333,America/New_York,,1,,,,,small_airport,776,http://www.gladwin.org/airport/airport.htm,,,
CYEY,YEY,3c1d88c9-e119-4016-9f09-bb86544906f8,Amos Magny Airport,Amos Magny Airport,Amos/Magny,Amos Magny ,Amos,Canada,CA,North America,48.558741,-78.241714,America/Toronto,,2,,,,,medium_airport,1068,,,,
CYER,YER,cf61ce4a-3c4b-4a25-a43c-6a7fae4f7a34,Fort Severn Airport,Fort Severn Airport,Fort Severn,Fort Severn ,Fort Severn,Canada,CA,North America,56.017702,-87.677509,America/Toronto,,2,,,,,medium_airport,48,,,,
CYEU,YEU,7ef313b2-facc-43b3-9082-a553b5ab6e26,Eureka Airport,Eureka Airport,Eureka (Canada),Eureka ,Eureka,Canada,CA,North America,80,-85.933333,America/Winnipeg,,1,,,,,small_airport,256,,,,
CYET,YET,1b9c6da1-405a-420c-8cec-bf2e2ecba3a3,Edson Airport,Edson Airport,Edson,Edson ,Edson,Canada,CA,North America,53.583333,-116.466667,America/Edmonton,,2,,,,,medium_airport,3043,,,,
CYEV,YEV,2e89a321-3b2e-4b33-84b8-dcfdf0ada074,Inuvik Mike Zubko Airport,Inuvik Mike Zubko Airport,Inuvik (Mike Zubko),Inuvik Mike Zubko ,Inuvik,Canada,CA,North America,68.306649,-133.49767,America/Edmonton,,2,,,,,medium_airport,224,,,,
KGYH,GDC,8ffb4bc0-a150-41cf-8ce7-067a137e8497,Donaldson Center Airport,Donaldson Center Airport,,Donaldson Center ,Greenville,United States,US,North America,34.758311,-82.376428,America/New_York,,2,,,,,small_airport,955,,,,
SKVG,VGZ,e0cb6a6d-8f29-470e-b0a7-1675bf6311a5,Villa Garzón Airport,Villa Garzón Airport,Villa Garzon,Villa Garzón ,Villa Garzon,Colombia,CO,South America,0.982125,-76.604937,America/Bogota,,2,,,,,small_airport,1248,,,,
KVGT,VGT,63513007-b6ec-43ce-9294-9dcd3b6a2e5b,North Las Vegas Airport,North Las Vegas Airport,North Las Vegas,North Las Vegas ,Las Vegas,United States,US,North America,36.210172,-115.190826,America/Los_Angeles,,2,,,,,medium_airport,2205,http://www.vgt.aero/index.html,,,
SAAP,PRA,4bd01c98-a7c2-4bd8-bdd0-405e417cdb56,General Urquiza Airport,General Urquiza Airport,General Justo Jose de Urquiza,General Urquiza ,Parana,Argentina,AR,South America,-31.794722,-60.480278,America/Argentina/Buenos_Aires,,2,,,,,medium_airport,242,,,,
PAEW,WWT,52c741c0-c84c-4c03-981e-c41c337646a3,Newtok Airport,Newtok Airport,Newtok,Newtok ,Newtok,United States,US,North America,60.922778,-164.648611,America/Anchorage,,2,,,,,small_airport,25,,,,
KWWR,WWR,181b061c-90ce-4312-b2c0-23460b2c3dc7,West Woodward Airport,West Woodward Airport,West Woodward,West Woodward ,Woodward,United States,US,North America,36.436111,-99.526389,America/Chicago,,2,,,,,medium_airport,2189,http://www.cityofwoodward.com/airport-89/,,,
YWWL,WWY,8155de14-8c64-40e9-9b95-ab3fd74be502,West Wyalong Airport,West Wyalong Airport,West Wyalong,West Wyalong ,West Wyalong,Australia,AU,Oceania,-33.933333,147.25,Australia/Sydney,,1,,,,,medium_airport,859,,,,
KGDM,GDM,154d4ed7-5738-486d-97ae-1c0774020eed,Gardner Municipal Airport,Gardner Municipal Airport,Gardner Muni,Gardner Municipal ,Gardner,United States,US,North America,42.566667,-71.983333,America/New_York,,1,,,,,small_airport,955,,,,
KWWD,WWD,8bcea098-80e7-462c-8950-49d727697fbe,Cape May County Airport,Cape May County Airport,Cape May County,Cape May County ,Wildwood,United States,US,North America,39.006389,-74.908889,America/New_York,,2,,,,,medium_airport,23,,,,
PAWS,WWA,250c3151-5fc0-4be6-a0ad-1306c9b6dca8,Wasilla Airport,Wasilla Airport,West Wyalong,Wasilla ,Wasilla,United States,US,North America,61.57291,-149.504176,America/Anchorage,,1,,,,,medium_airport,354,,,,
FANS,NLP,2ab703ee-4b8c-4c61-984b-90e14b1a3721,Nelspruit Airport,Nelspruit Airport,Nelspruit,Nelspruit ,Nelspruit,South Africa,ZA,Africa,-25.500833,30.913889,Africa/Johannesburg,,1,,,,,small_airport,2875,,,,
YWWI,WWI,cff6f65d-c966-4804-8a22-b42b3e221271,Woodie Woodie Airport,Woodie Woodie Airport,,Woodie Woodie ,Woodie Woodie Mine,Australia,AU,Oceania,-21.640958,121.189207,Australia/Perth,,2,,,,,small_airport,,,,,
AYWK,WWK,8c054b0d-b0ad-4cd2-866c-16e316cf9a3f,Wewak International Airport,Wewak International Airport,Wewak Intl,Wewak Intl ,Wewak,Papua New Guinea,PG,Asia,-3.580034,143.669155,Pacific/Port_Moresby,,2,,,,,medium_airport,19,,,,
LFKF,FSC,ac73bdc3-5bc0-4ae2-aed6-5daa12708f8a,Figari Sud-Corse Airport,Figari Sud-Corse Airport,Figari Sud Corse,Figari Sud-Corse ,Figari,France,FR,Europe,41.498633,9.098223,Europe/Paris,,2,,,,,medium_airport,87,,,,
KFSI,FSI,8dc400a3-de98-4133-9b87-c56c9cbe8a2f,Henry Post Army Air Field (Fort Sill),Henry Post Army Air Field (Fort Sill),Fort Sill,Henry Post Army Air Field (Fort Sill),Ft Sill,United States,US,North America,34.650722,-98.419972,America/Chicago,,1,,,,,medium_airport,1189,http://sill-www.army.mil/History/Airfield/henrypost.htm,,,
KFSK,FSK,e92dafc1-22e5-46b3-b6b9-e888508ce2f8,Fort Scott Municipal Airport,Fort Scott Municipal Airport,Fort Scott Muni,Fort Scott Municipal ,Fort Scott,United States,US,North America,37.833333,-94.7,America/Chicago,,1,,,,,small_airport,918,http://www.fscity.org/index.php?option=com_content&view=article&id=98&Itemid=195,,,
LFVP,FSP,b7343fb0-80d5-45ea-91e7-a1291c574b27,St Pierre Airport,St Pierre Airport,Nikolai,St Pierre ,Saint Pierre,St. Pierre and Miquelon,PM,North America,46.916667,-56.166667,America/Miquelon,,2,,,,,medium_airport,27,,,,
EGQK,FSS,bf3f66b4-dc2d-4f1a-b2e7-43506b7f872b,RAF Kinloss,RAF Kinloss,RAF Kinloss,RAF Kinloss,Forres,United Kingdom,GB,Europe,57.65,-3.566667,Europe/London,,1,,,,,medium_airport,22,,,,
KFST,FST,6685837a-fd61-46bd-9636-edfab96a5fa6,Fort Stockton Pecos County Airport,Fort Stockton Pecos County Airport,Fort Stockton County,Fort Stockton Pecos County ,Fort Stockton,United States,US,North America,30.893889,-102.878889,America/Chicago,,1,,,,,medium_airport,3011,,,,
KFSU,FSU,5eb219e6-917a-4399-be4d-38aa8ddf574d,Fort Sumner Municipal Airport,Fort Sumner Municipal Airport,Fort Sumner Muni,Fort Sumner Municipal ,Fort Sumner,United States,US,North America,34.466667,-104.25,America/Denver,,1,,,,,small_airport,4165,,,,
CZTM,ZTM,a927cf1a-1c84-47d1-bac3-66189b87c286,Shamattawa Airport,Shamattawa Airport,Shamattawa,Shamattawa ,Shamattawa,Canada,CA,North America,55.858506,-92.080354,America/Winnipeg,,2,,,,,medium_airport,289,,,,
LGZA,ZTH,7752f857-a29a-4c0e-a291-c056c01b7aad,Dionysios Solomos Airport,Dionysios Solomos Airport,"Zakynthos Intl, Dionysios Solomos",Dionysios Solomos ,Zakinthos,Greece,GR,Europe,37.753505,20.884711,Europe/Athens,,2,,,,,medium_airport,15,,,,
NTGY,ZTA,4250b950-a439-4b19-be42-9614342e51ec,Tureia Airport,Tureia Airport,,Tureia ,Tureira,French Polynesia,PF,Oceania,-20.78342,-138.567728,Pacific/Tahiti,,2,,,,,small_airport,12,,,,
UBBY,ZTU,ef478c4c-7046-43dc-819e-25a5a8e36f59,Zaqatala International Airport,Zaqatala International Airport,,Zaqatala Intl ,Zaqatala,Azerbaijan,AZ,Asia,41.56166,46.664789,Asia/Baku,,2,,,,,small_airport,1279,,,,
VNCJ,RUK,d61768a7-82e7-4d4b-a677-65519684b67e,Rukumkot Airport,,Rukumkot,,Rukumkot,Nepal,NP,Asia,28.628006,82.193888,Asia/Kathmandu,,1,,,,,,,,,,
KSRR,RUI,5989b0fd-f242-40d2-b83f-74e7c7fa688d,Sierra Blanca Regional Airport,Sierra Blanca Regional Airport,,Sierra Blanca Regional ,Ruidoso,United States,US,North America,33.360833,-105.6625,America/Denver,,1,,,,,medium_airport,6814,,,,
VNRT,RUM,66df2b1d-7006-4505-8b88-8b56dfde832a,Rumjatar Airport,Rumjatar Airport,Rumjatar,Rumjatar ,Rumjatar,Nepal,NP,Asia,27.316667,86.533333,Asia/Kathmandu,,2,,,,,small_airport,4500,,,,
RPMJ,JOL,b5658d81-8c79-4640-8e13-7f7f3cc9733a,Jolo Airport,Jolo Airport,Jolo,Jolo ,Jolo,Philippines,PH,Asia,6.053552,121.00653,Asia/Manila,,2,,,,,medium_airport,118,,,,
HUAR,RUA,6f6d6534-3f63-4818-9fcb-e672a692e3dd,Arua Airport,Arua Airport,Arua,Arua ,Arua,Uganda,UG,Africa,3.033333,30.933333,Africa/Kampala,,2,,,,,medium_airport,3951,,,,
OIMJ,RUD,d0c33065-7f8b-424c-aea7-2e93db2f15d7,Shahroud Airport,Shahroud Airport,,Shahroud ,Shahrud,Iran,IR,Asia,36.425301,55.104198,Asia/Tehran,,2,,,,,small_airport,4215,,,,
KPRX,PRX,085955d5-bbf8-4434-9197-5f3e67f30f6c,Cox Field,Cox Field,Cox Field,Cox Field,Paris,United States,US,North America,33.636667,-95.450278,America/Chicago,,1,,,,,medium_airport,547,,,,
NTAR,RUR,41bcbad5-c2c2-49f0-b086-bfbd8f045dc6,Rurutu Airport,Rurutu Airport,Rurutu,Rurutu ,Rurutu,French Polynesia,PF,Oceania,-22.433333,-151.333333,Pacific/Tahiti,,2,,,,,medium_airport,18,,,,
VERU,RUP,0d45d591-b3b9-4cc2-a694-f1d6b24f9f25,Rupsi India Airport,Rupsi India Airport,Rupsi,Rupsi India ,Rupsi,India,IN,Asia,26.15,89.916667,Asia/Kolkata,,1,,,,,small_airport,131,,,,
KRUT,RUT,a2a3992e-f7ba-4756-829b-b8c1b7554c5e,Rutland - Southern Vermont Regional Airport,Rutland - Southern Vermont Regional Airport,Rutland - Southern Vermont Rgnl,Rutland - Southern Vermont Regional ,Rutland,United States,US,North America,43.529444,-72.948333,America/New_York,,2,,,,,medium_airport,787,,,,
WPDL,DIL,ff114d21-0529-414a-89ba-6931c85c3de0,Presidente Nicolau Lobato International Airport,Presidente Nicolau Lobato International Airport,Presidente Nicolau Lobato Intl (Comoro Intl),Presidente Nicolau Lobato Intl ,Dili,East Timor,TL,Oceania,-8.549616,125.525003,Asia/Dili,,2,,,,,medium_airport,154,,,,
DIDK,DIM,8e62d007-de93-46b3-ade2-e41010835ce7,Dimbokro Airport,Dimbokro Airport,Dimbokro,Dimbokro ,Dimbokro,Cote d'Ivoire,CI,Africa,6.75,-4.766667,Africa/Abidjan,,1,,,,,small_airport,344,,,,
LFSD,DIJ,3fc31fa2-0369-49a1-a059-b4ea5f08dae3,Dijon-Bourgogne Airport,Dijon-Bourgogne Airport,Driggs-Reed Memorial,Dijon-Bourgogne ,Dijon,France,FR,Europe,47.270833,5.088889,Europe/Paris,,2,,,,,medium_airport,726,http://www.aeroport.dijon.cci.fr/,,,
KDIK,DIK,a28b48bc-b454-4a56-bf08-06edc35ef893,Dickinson Theodore Roosevelt Regional Airport,Dickinson Theodore Roosevelt Regional Airport,Roosevelt Rgnl,Dickinson Theodore Roosevelt Regional ,Dickinson,United States,US,North America,46.801471,-102.793204,America/Denver,,2,,,,,medium_airport,2592,http://dickinsonairport.com/,,,
FMNA,DIE,c54e968e-2257-4cef-93aa-a52dcbeb80e1,Arrachart Airport,Arrachart Airport,Arrachart,Arrachart ,Antsiranana,Madagascar,MG,Africa,-12.346111,49.2925,Indian/Antananarivo,,2,,,,,medium_airport,374,,,,
PHJH,JHM,ae71da63-5247-4244-8b5a-08a909f1557b,Kapalua Airport,Kapalua Airport,Kapalua,Kapalua ,Kapalua,United States,US,North America,20.962194,-156.675692,Pacific/Honolulu,,2,,,,,medium_airport,256,,,,
VEMN,DIB,ff07dbeb-ca9f-4b70-a653-610c717fad53,Dibrugarh Airport,Dibrugarh Airport,Dibrugarh (Mohanbari),Dibrugarh ,Dibrugarh,India,IN,Asia,27.483222,95.016474,Asia/Kolkata,,2,,,,,medium_airport,362,,,,
BGHB,JHS,2f4eb90f-8852-4234-be96-e1c5b7aa25ee,Sisimiut Airport,,Sisimiut (Holsteinsborg),,Sisimiut,Greenland,GL,North America,66.936944,-53.704167,America/Godthab,,2,,,,,,,,,,
KJHW,JHW,99264d48-2d9f-40f1-bc84-467ba2b5d723,Chautauqua County-Jamestown Airport,Chautauqua County-Jamestown Airport,Chautauqua County,Chautauqua County-Jamestown ,Jamestown,United States,US,North America,42.150556,-79.258056,America/New_York,,2,,,,,medium_airport,1723,,,,
SBCR,CMG,232e8389-39a3-415f-aa61-353786db29ed,Corumbá International Airport,Corumbá International Airport,Corumba Intl,Corumbá Intl ,Corumbá,Brazil,BR,South America,-19.011111,-57.672222,America/Campo_Grande,,2,,,,,medium_airport,461,,,,
FCPL,DIS,180e3a11-3115-4861-8efe-4f14b5aa2ab0,Ngot Nzoungou Airport,Ngot Nzoungou Airport,Loubomo,Ngot Nzoungou ,Dolisie,Congo,CG,Africa,-4.210988,12.666908,Africa/Brazzaville,,2,,,,,medium_airport,1079,,,,
YMTB,UTB,4abe314f-e4d5-4260-88b1-e0ba8e7601dd,Muttaburra Airport,Muttaburra Airport,,Muttaburra ,Muttaburra,Australia,AU,Oceania,-22.5875,144.525,Australia/Brisbane,,1,,,,,small_airport,230,,,,
EHSB,UTC,43d4da9e-b986-4ac5-a7d2-7a4c70e3b5b4,Soesterberg Air Base,Soesterberg Air Base,Soesterberg Air Base,Soesterberg Air Base,Utrecht,Netherlands,NL,Europe,52.083333,5.166667,Europe/Amsterdam,,1,,,,,closed,66,,,,
FVMU,UTA,f490b2aa-1186-437f-a76d-a95be5439e69,Mutare Airport,Mutare Airport,Tunica Muni,Mutare ,Mutare,Zimbabwe,ZW,Africa,-18.966667,32.666667,Africa/Harare,,1,,,,,small_airport,3410,,,,
FZJH,IRP,5ff1699f-f274-4741-8a21-896d02a76c4c,Matari Airport,Matari Airport,Matari,Matari ,Isiro,The Democratic Republic of The Congo,CD,Africa,2.8275,27.588333,Africa/Lubumbashi,,2,,,,,medium_airport,2438,,,,
KIRS,IRS,b81e26ea-41f0-45f9-a218-4d33cb008a79,Kirsch Municipal Airport,Kirsch Municipal Airport,Kirsch Muni,Kirsch Municipal ,Sturgis,United States,US,North America,41.816667,-85.435278,America/New_York,,1,,,,,small_airport,924,http://www.sturgismi.gov/airport/,,,
FAUP,UTN,bfe0f4e5-c3af-4053-84dc-64fdc963b0da,Pierre Van Ryneveld Airport,Pierre Van Ryneveld Airport,Upington,Pierre Van Ryneveld ,Upington,South Africa,ZA,Africa,-28.400556,21.253333,Africa/Johannesburg,,2,,,,,medium_airport,2782,,,,
KUTA,UTM,ddb44dc0-e574-418d-83a1-dbc362a5a72e,Tunica Municipal Airport,Tunica Municipal Airport,,Tunica Municipal ,Tunica,United States,US,North America,34.683418,-90.349798,America/Chicago,,2,,,,,small_airport,194,http://tunicaairport.com/,,,
VTPU,UTR,496b8105-9223-4da6-ac36-1c9ae03a95af,Uttaradit Airport,Uttaradit Airport,Uttaradit,Uttaradit ,Uttaradit,Thailand,TH,Asia,17.669444,100.243889,Asia/Bangkok,,1,,,,,small_airport,262,,,,
UUYX,UTS,bfd1ae7f-c804-4ca8-87ef-00e0fea012e9,Ust-Tsylma Airport,Ust-Tsylma Airport,Huntsville Muni,Ust-Tsylma ,Ust-Tsilma,Russian Federation,RU,Europe,65.437294,52.200336,Europe/Moscow,,2,,,,,medium_airport,262,,,,
SANL,IRJ,8b8de7ca-4c63-482c-bb62-aff6857f390f,Capitan V A Almonacid Airport,Capitan V A Almonacid Airport,Capitan Vicente Almandos Almonacid,Capitan V A Almonacid ,La Rioja,Argentina,AR,South America,-29.383333,-66.783333,America/Argentina/Buenos_Aires,,2,,,,,medium_airport,1437,,,,
KIRK,IRK,df641969-4b5c-4653-aaf5-266bba41dfd2,Kirksville Regional Airport,Kirksville Regional Airport,Kirksville Rgnl,Kirksville Regional ,Kirksville,United States,US,North America,40.0925,-92.543889,America/Chicago,,2,,,,,medium_airport,966,,,,
FAQT,UTW,2a8b9d9d-731d-4bd0-800c-32b3fc0e3ffc,Queenstown Airport,Queenstown Airport,Queenstown,Queenstown ,Queenstown,South Africa,ZA,Africa,-31.866667,26.866667,Africa/Johannesburg,,1,,,,,medium_airport,3637,,,,
FAUT,UTT,e24e1d8d-4e56-41ab-b36a-3ff9ba4ef115,K. D. Matanzima Airport,K. D. Matanzima Airport,K. D. Matanzima,K. D. Matanzima ,Umtata,South Africa,ZA,Africa,-31.583333,28.783333,Africa/Johannesburg,,2,,,,,medium_airport,2400,,,,
